# Time-averaged data for fix velpos
# TimeStep v_vcmx v_vcmy v_vcmz v_xcmx v_xcmy v_xcmz
2156740 0.00156317 -0.00354222 0.000277492 3.1428 6.12605 -57.8246
2156750 0.00261309 -0.00104363 0.00287833 3.16357 6.1025 -57.808
2156760 0.00341066 0.00176136 0.00440714 3.19396 6.10635 -57.7709
2156770 0.00387081 0.0032748 0.00541325 3.23071 6.1333 -57.7214
2156780 0.00398373 0.00306804 0.00564866 3.27019 6.16588 -57.6651
2156790 0.0037556 0.00251844 0.0047277 3.3093 6.19375 -57.6125
2156800 0.00321286 0.00198452 0.00357831 3.34416 6.21629 -57.5713
2156810 0.0027938 0.00138816 0.00300979 3.37414 6.23331 -57.5388
2156820 0.00203352 0.000496312 0.00242697 3.39885 6.24292 -57.5112
2156830 0.001059 -9.33695e-05 0.001623 3.41388 6.24421 -57.4912
2156840 0.00101583 0.000500852 0.000932688 3.42333 6.24519 -57.478
2156850 0.00183597 0.00124458 -0.00148389 3.43718 6.25496 -57.4785
2156860 0.0024257 0.000630675 -0.00497238 3.45907 6.26495 -57.5118
2156870 0.00270611 0.000470497 -0.00610174 3.48486 6.2694 -57.5694
2156880 0.00225248 0.00099001 -0.00512375 3.51075 6.27674 -57.6269
2156890 0.000343225 0.00133891 -0.00304793 3.52489 6.28836 -57.6682
2156900 -0.00174943 0.00217155 -0.00129017 3.51686 6.30525 -57.6889
2156910 -0.00247118 0.00334191 -0.00121399 3.49504 6.33303 -57.6999
2156920 -0.00291076 0.00397129 -0.00186 3.46788 6.37014 -57.7156
2156930 -0.00258156 0.00422917 -0.00169006 3.43967 6.41118 -57.7341
2156940 -0.00200211 0.00435924 -0.0010629 3.417 6.45449 -57.748
2156950 -0.00162472 0.00399679 -0.000443995 3.3988 6.49646 -57.7554
2156960 -0.000529576 0.00400109 -1.22143e-05 3.38685 6.53594 -57.7574
2156970 0.00156337 0.00395427 -0.000442864 3.39201 6.57615 -57.7587
2156980 0.00252557 0.00377651 -0.00138167 3.41391 6.61448 -57.7681
2156990 0.00241911 0.00412851 -0.00142106 3.43895 6.65366 -57.783
2157000 0.00232563 0.00442639 -0.00107102 3.46251 6.69686 -57.7953
2157010 0.00211455 0.00386453 -0.000800684 3.48511 6.73926 -57.8049
2157020 0.00131029 0.00244444 -0.000179984 3.50264 6.77125 -57.8098
2157030 0.000866604 0.000808219 -0.000420679 3.51256 6.78746 -57.8114
2157040 0.00102885 -0.000637664 -0.00156766 3.52236 6.78808 -57.8217
2157050 -0.000134326 -0.00151945 -0.00171115 3.52833 6.77654 -57.8388
2157060 -0.002202 -0.00168643 -0.00150891 3.51664 6.7602 -57.8551
2157070 -0.00334475 -0.00176957 -0.00129164 3.48734 6.74289 -57.8688
2157080 -0.0027421 -0.00152841 -0.00139733 3.45598 6.72603 -57.8822
2157090 -0.00204368 -0.00104507 -0.00139151 3.43256 6.71303 -57.8961
2157100 -0.0020027 4.00118e-05 -0.00153705 3.41289 6.70704 -57.9108
2157110 -0.00230392 0.00187585 -0.00128672 3.39131 6.71672 -57.9253
2157120 -0.00261407 0.00215838 -0.00132023 3.36694 6.73936 -57.9375
2157130 -0.00323094 -4.10616e-06 -0.00222781 3.33796 6.75104 -57.9549
2157140 -0.00450339 -0.00175391 -0.00257151 3.29994 6.74127 -57.98
2157150 -0.0052026 -0.00251629 -0.00186731 3.24972 6.71898 -58.0025
2157160 -0.0038916 -0.00182643 -0.0015823 3.20305 6.69597 -58.0192
2157170 -0.00226513 -0.00013243 -0.00151065 3.17284 6.68584 -58.0346
2157180 -0.00158583 0.00144341 -0.00181625 3.15432 6.69276 -58.0508
2157190 -0.00111128 0.00277337 -0.00213884 3.14041 6.7139 -58.0711
2157200 4.67967e-05 0.00385706 -0.00183979 3.13468 6.74747 -58.0913
2157210 0.000819165 0.00450613 -0.00152934 3.14004 6.78951 -58.1079
2157220 0.000314044 0.00501707 -0.00172492 3.14655 6.83722 -58.1237
2157230 -0.000582976 0.00523996 -0.00211546 3.14513 6.88892 -58.143
2157240 -0.00138339 0.00482711 -0.00245739 3.13528 6.93985 -58.1658
2157250 -0.00207366 0.00388809 -0.00290262 3.11781 6.9837 -58.1924
2157260 -0.00279295 0.00287113 -0.00358574 3.09382 7.01731 -58.2248
2157270 -0.00407298 0.00246839 -0.00406053 3.05987 7.04323 -58.2634
2157280 -0.00513908 0.00268168 -0.00401235 3.01302 7.06885 -58.3042
2157290 -0.00478596 0.00263211 -0.00387072 2.96196 7.09597 -58.3433
2157300 -0.0032258 0.00184516 -0.00414168 2.92147 7.11876 -58.3832
2157310 -0.00219641 0.00146956 -0.00383515 2.89565 7.1345 -58.4241
2157320 -0.00256996 0.00153836 -0.00276498 2.87249 7.14956 -58.4572
2157330 -0.0028564 0.00163014 -0.00206068 2.84474 7.16537 -58.4808
2157340 -0.00256559 0.00149539 -0.00157844 2.81743 7.18138 -58.4992
2157350 -0.00245309 0.000909329 -0.000810396 2.79281 7.19382 -58.5113
2157360 -0.00288651 -0.00038897 -0.000105084 2.76641 7.19717 -58.5156
2157370 -0.00332495 -0.00241523 -0.000161608 2.73498 7.18359 -58.516
2157380 -0.00264115 -0.00428306 -0.000492007 2.70379 7.14916 -58.5199
2157390 -0.000946261 -0.0040785 0.000252763 2.68571 7.10504 -58.5219
2157400 0.000154855 -0.0018618 0.000780611 2.68264 7.0745 -58.5157
2157410 0.000656481 8.09482e-05 0.000213597 2.6868 7.06689 -58.5101
2157420 0.00154063 9.49708e-05 -0.000220017 2.697 7.06932 -58.511
2157430 0.00294619 -0.000814272 0.000346411 2.71978 7.06577 -58.5108
2157440 0.00281562 -0.00138931 0.00097469 2.7505 7.05432 -58.504
2157450 0.00124096 -0.00166246 0.00124847 2.77106 7.03903 -58.4926
2157460 0.000184881 -0.00208378 0.00122692 2.7773 7.02051 -58.48
2157470 1.52575e-05 -0.00254161 0.00093227 2.77776 6.99716 -58.4689
2157480 0.000296635 -0.00254688 0.000301237 2.77903 6.97125 -58.4625
2157490 0.000986016 -0.0019451 -0.000332764 2.78501 6.9482 -58.463
2157500 0.0022903 -0.000682217 -0.000234671 2.80081 6.93466 -58.4666
2157510 0.00408422 0.000611184 0.000237884 2.83255 6.93456 -58.4664
2157520 0.00559073 0.00175264 0.000259671 2.88149 6.94641 -58.4635
2157530 0.00626353 0.00251348 0.000216965 2.94153 6.96835 -58.4614
2157540 0.00609859 0.00266509 0.000568376 3.00405 6.99461 -58.4578
2157550 0.00512416 0.00243284 0.00107806 3.06074 7.02039 -58.4495
2157560 0.00381562 0.00209573 0.00174713 3.10544 7.04291 -58.4359
2157570 0.00237896 0.0018122 0.00368569 3.13679 7.06255 -58.4102
2157580 0.0007273 0.00153857 0.00663846 3.15197 7.0791 -58.3585
2157590 6.10136e-06 0.00147562 0.00808655 3.15473 7.0942 -58.2826
2157600 0.000229105 0.00117669 0.0068881 3.15505 7.10757 -58.2058
2157610 0.00154018 0.00123412 0.00435392 3.16302 7.11903 -58.1493
2157620 0.00357714 0.0018121 0.00207429 3.18835 7.13412 -58.1176
2157630 0.00509147 0.00197543 0.000331024 3.23284 7.15382 -58.1061
2157640 0.00492472 0.00128745 -0.000535945 3.28445 7.17066 -58.108
2157650 0.0028835 0.000417984 -0.000236498 3.32516 7.17906 -58.1131
2157660 -1.41555e-06 -0.000423194 0.00173877 3.33884 7.17918 -58.1069
2157670 -0.0009001 -0.00152669 0.00455208 3.33234 7.16959 -58.0756
2157680 -1.57488e-05 -0.00227465 0.00677967 3.32672 7.1498 -58.0178
2157690 0.00143805 -0.00175828 0.00718281 3.33383 7.12842 -57.9464
2157700 0.00274237 -0.000651456 0.00658439 3.35494 7.11679 -57.8773
2157710 0.0037057 -0.000482921 0.00569971 3.38767 7.11192 -57.8155
2157720 0.00368893 -0.000725967 0.00396588 3.42571 7.10581 -57.7663
2157730 0.0024685 -0.000784042 0.00151978 3.45739 7.09815 -57.7388
2157740 0.000564526 -0.00118585 0.000254928 3.47287 7.08893 -57.7319
2157750 -0.00140805 -0.00184265 0.000981521 3.46829 7.07342 -57.7265
2157760 -0.00222334 -0.0014282 0.00164873 3.44871 7.05575 -57.7129
2157770 -0.00167846 0.000272318 0.00190523 3.42844 7.04932 -57.6948
2157780 -0.000479655 0.0019304 0.00174581 3.41713 7.06093 -57.6762
2157790 0.00124456 0.00300123 0.00121982 3.42073 7.08581 -57.6611
2157800 0.00287488 0.00423534 0.000467401 3.44165 7.12165 -57.6526
2157810 0.00383741 0.00544356 -0.000256444 3.47603 7.17053 -57.6517
2157820 0.00392886 0.00565755 -0.000383309 3.51536 7.22713 -57.6559
2157830 0.00393566 0.0046574 0.000824011 3.55436 7.27965 -57.6545
2157840 0.00449994 0.00221978 0.00191594 3.59606 7.31563 -57.6398
2157850 0.00512371 -0.00158089 0.00157787 3.64472 7.31908 -57.6212
2157860 0.00459414 -0.00454279 9.702e-05 3.69432 7.28706 -57.6119
2157870 0.00344159 -0.00580762 -0.00258653 3.73478 7.23411 -57.6235
2157880 0.00194984 -0.00656599 -0.00542207 3.76186 7.17248 -57.664
2157890 0.000451564 -0.00734787 -0.00759911 3.77394 7.10239 -57.7298
2157900 -0.00111662 -0.0068748 -0.00859959 3.77046 7.02986 -57.8121
2157910 -0.00211595 -0.00489889 -0.00810274 3.75364 6.97004 -57.8967
2157920 -0.00253393 -0.00266166 -0.0069179 3.73006 6.9327 -57.9719
2157930 -0.00262243 -0.000891002 -0.00574571 3.70404 6.915 -58.0352
2157940 -0.00272119 0.00105789 -0.00420982 3.6776 6.91572 -58.0857
2157950 -0.00312363 0.00303428 -0.00160951 3.64853 6.93605 -58.1156
2157960 -0.00328109 0.00555259 0.00128552 3.61575 6.97829 -58.1168
2157970 -0.00213919 0.00830157 0.00316294 3.58762 7.0482 -58.0934
2157980 -0.000452566 0.00887769 0.00338269 3.57458 7.13694 -58.0593
2157990 0.00101691 0.00695252 0.00277093 3.57808 7.21691 -58.0286
2158000 0.00139794 0.00485263 0.00325933 3.59078 7.27611 -57.9999
2158010 0.00211009 0.00269864 0.00413164 3.60735 7.31345 -57.9619
2158020 0.00381078 0.000491823 0.00304587 3.63661 7.33014 -57.9244
2158030 0.0049542 -0.00186157 0.00106977 3.6815 7.32244 -57.9038
2158040 0.00461745 -0.0026432 6.56836e-05 3.73085 7.29847 -57.8997
2158050 0.00241976 -0.00233703 0.000830383 3.76738 7.27326 -57.8962
2158060 -0.000364846 -0.00224984 0.00159117 3.77749 7.25086 -57.8834
2158070 -0.00255024 -0.00238955 0.00180797 3.76191 7.22729 -57.8661
2158080 -0.00294225 -0.00163186 0.00163944 3.7327 7.20628 -57.8488
2158090 -0.00197339 -0.000508796 0.00233621 3.70749 7.19601 -57.8303
2158100 0.000152615 9.72677e-05 0.00436517 3.6972 7.19399 -57.7974
2158110 0.00227924 0.000968352 0.00525626 3.71062 7.1989 -57.7466
2158120 0.00314043 0.00253179 0.00291197 3.73817 7.21602 -57.7039
2158130 0.00352643 0.00324582 0.000295905 3.77213 7.24667 -57.6888
2158140 0.00340901 0.00210347 -0.00123592 3.80689 7.2743 -57.6943
2158150 0.00312827 0.000895561 -0.00176235 3.83989 7.28884 -57.7102
2158160 0.002473 4.34419e-05 -0.00168268 3.86809 7.29346 -57.7274
2158170 0.00216034 -0.000770915 -0.00219793 3.89042 7.28973 -57.7459
2158180 0.00270166 -0.00143744 -0.00334216 3.91451 7.2785 -57.7737
2158190 0.00258176 -0.00136078 -0.00372771 3.9421 7.26346 -57.8101
2158200 0.00127621 -0.000250282 -0.00325689 3.96195 7.25482 -57.8452
2158210 0.000155587 0.00132403 -0.00329626 3.96832 7.25994 -57.877
2158220 0.000146811 0.00283096 -0.00416549 3.96899 7.28121 -57.9142
2158230 0.000366697 0.00325683 -0.00430345 3.97194 7.31274 -57.9577
2158240 0.000306143 0.0029141 -0.00325758 3.97522 7.34384 -57.9962
2158250 0.000563966 0.00232748 -0.00181369 3.97928 7.37023 -58.0216
2158260 0.000885339 0.00193743 -0.000619424 3.98673 7.39098 -58.0333
2158270 0.000515973 0.00214273 0.00033349 3.99465 7.41127 -58.035
2158280 -0.000373686 0.00198533 0.00178572 3.99505 7.43228 -58.0247
2158290 -0.000248923 0.00174821 0.00284213 3.99082 7.45095 -58.0006
2158300 0.00089386 0.00110335 0.00267712 3.99344 7.46573 -57.9721
2158310 0.00257387 0.000286199 0.00201782 4.01053 7.47241 -57.9487
2158320 0.00376753 -0.000152484 0.00137559 4.04341 7.47298 -57.9315
2158330 0.00339176 -0.00114926 0.00088704 4.0804 7.46719 -57.921
2158340 0.00167992 -0.00217803 0.00160285 4.10689 7.44979 -57.9095
2158350 -0.000326719 -0.00142505 0.0026965 4.11262 7.42963 -57.8877
2158360 -0.00026652 0.00107468 0.00326624 4.10786 7.42777 -57.8575
2158370 0.00112189 0.00195141 0.00341241 4.11149 7.44492 -57.8236
2158380 0.00226349 0.00179345 0.00309576 4.12974 7.46342 -57.7909
2158390 0.00160478 0.00240788 0.00286754 4.15021 7.48352 -57.7613
2158400 0.000593438 0.00389659 0.00227808 4.16065 7.51472 -57.7345
2158410 0.00111049 0.00440702 0.000145152 4.16766 7.55807 -57.7213
2158420 0.0018245 0.00321772 -0.00242607 4.18348 7.597 -57.7332
2158430 0.00154214 0.0014353 -0.00358974 4.20058 7.62038 -57.7647
2158440 0.000809978 0.000779907 -0.00349678 4.2129 7.6295 -57.8008
2158450 -1.04864e-05 0.00162768 -0.00322234 4.21652 7.64168 -57.8343
2158460 -0.0012341 0.00142667 -0.00235623 4.21147 7.65779 -57.8632
2158470 -0.00377248 0.00120176 -0.000264794 4.18708 7.67032 -57.8772
2158480 -0.0058818 0.00176739 0.00201013 4.13757 7.68451 -57.8678
2158490 -0.00637717 0.00296481 0.00313372 4.07497 7.70787 -57.8411
2158500 -0.00591191 0.00372252 0.0032089 4.01329 7.74243 -57.8085
2158510 -0.00538014 0.0028271 0.00228428 3.95664 7.77649 -57.7802
2158520 -0.00408527 0.00099636 0.000396488 3.90827 7.79606 -57.7659
2158530 -0.00165945 -0.000990328 -0.00243612 3.87899 7.79555 -57.7758
2158540 0.000784237 -0.0011427 -0.00388291 3.87489 7.78288 -57.8098
2158550 0.00255291 -0.000311917 -0.00300414 3.89261 7.77595 -57.8454
2158560 0.00271508 -0.000335059 -0.0018997 3.92041 7.7735 -57.8693
2158570 0.00165311 -0.000699821 -0.00128213 3.94275 7.76804 -57.8854
2158580 0.000915476 -6.63087e-06 -0.000250876 3.9546 7.76307 -57.8932
2158590 0.00150052 0.00233592 0.000606533 3.96565 7.77344 -57.8914
2158600 0.00261804 0.00578555 0.00186601 3.98667 7.81384 -57.8792
2158610 0.00208657 0.0080728 0.00198237 4.01216 7.88509 -57.8583
2158620 0.000139009 0.00807467 0.00140255 4.02343 7.96724 -57.8421
2158630 -0.00126362 0.00796611 0.00189949 4.01711 8.04654 -57.826
2158640 -0.00198172 0.00818298 0.00209065 4.00039 8.12792 -57.8054
2158650 -0.00202827 0.00659948 0.00152192 3.9797 8.20407 -57.7868
2158660 -0.00181571 0.00227616 0.00117655 3.96066 8.25088 -57.7744
2158670 -0.00160049 -0.00340295 0.00182069 3.94361 8.24413 -57.7595
2158680 -0.00139656 -0.00598233 0.00187694 3.92826 8.19415 -57.7401
2158690 -0.000687119 -0.00549548 0.00121459 3.91767 8.13424 -57.7245
2158700 -0.000102163 -0.00246111 0.000544405 3.91404 8.09314 -57.7155
2158710 0.000189587 0.000390059 -0.000594177 3.91444 8.08424 -57.7156
2158720 0.000322491 0.000987734 -0.0013722 3.91774 8.0931 -57.726
2158730 -0.000657424 0.000358072 -0.00149664 3.91675 8.09994 -57.741
2158740 -0.00167001 0.000163326 -0.000993916 3.90465 8.10185 -57.7535
2158750 -0.00236589 0.000829579 -0.000957969 3.88448 8.10616 -57.7627
2158760 -0.0029021 0.00179041 -0.000924264 3.85773 8.1194 -57.7727
2158770 -0.00289274 0.00264911 -0.000154372 3.82842 8.14157 -57.7785
2158780 -0.00301892 0.00354186 0.000749194 3.79946 8.17249 -57.7755
2158790 -0.00412549 0.00447534 0.0017731 3.76462 8.21262 -57.7632
2158800 -0.00570265 0.00473507 0.00349964 3.71523 8.25997 -57.7376
2158810 -0.00616606 0.0026836 0.00585774 3.65437 8.29939 -57.6911
2158820 -0.00475872 -0.000887244 0.00799589 3.59832 8.3081 -57.6212
2158830 -0.00225965 -0.00246896 0.00922176 3.56275 8.28897 -57.5342
2158840 0.000204908 -0.00286825 0.00921865 3.55302 8.26272 -57.4409
2158850 0.00191731 -0.0039617 0.00832273 3.56423 8.22877 -57.3528
2158860 0.00294069 -0.00444997 0.00692882 3.58918 8.18573 -57.2759
2158870 0.00281835 -0.00411105 0.00405113 3.61922 8.1426 -57.2192
2158880 0.00169571 -0.0037759 2.18684e-05 3.6421 8.1034 -57.1993
2158890 0.000293219 -0.00326877 -0.00217157 3.6524 8.06751 -57.2119
2158900 -0.00159674 -0.00186489 -0.0027666 3.6464 8.0413 -57.2377
2158910 -0.00365004 -0.000455385 -0.00176282 3.61942 8.03002 -57.262
2158920 -0.00372425 0.00075124 0.000715494 3.58056 8.03163 -57.2676
2158930 -0.00232311 0.00200441 0.00261483 3.54975 8.04496 -57.2502
2158940 -0.000903727 0.00359655 0.00401366 3.53417 8.07319 -57.2164
2158950 -0.000742799 0.00402546 0.00322776 3.52734 8.11303 -57.1776
2158960 -0.00164404 0.00247474 0.000944561 3.51561 8.14675 -57.157
2158970 -0.00235288 0.000268926 -0.000691345 3.49534 8.16056 -57.156
2158980 -0.00267834 -0.00175017 -0.00244255 3.46969 8.15268 -57.1715
2158990 -0.00229559 -0.00270532 -0.00383766 3.44431 8.12913 -57.2037
2159000 -0.00166627 -0.00215727 -0.00434376 3.42449 8.10368 -57.2452
2159010 -0.000946412 -0.00098388 -0.00472285 3.41128 8.08829 -57.2902
2159020 -0.000249358 -0.00142855 -0.00489341 3.40553 8.07827 -57.3394
2159030 0.000269621 -0.00329227 -0.00307854 3.40567 8.05491 -57.3808
2159040 0.000556581 -0.00490653 -0.00112473 3.41009 8.0134 -57.4005
2159050 0.00133291 -0.00524664 -0.000910772 3.41829 7.96066 -57.4097
2159060 0.00310431 -0.00260767 -0.000965406 3.44055 7.91904 -57.419
2159070 0.00371466 0.000878468 -0.00169913 3.47633 7.91133 -57.4317
2159080 0.00242449 0.00232959 -0.00250651 3.50823 7.92952 -57.4531
2159090 0.000690503 0.00108235 -0.00214168 3.52335 7.94902 -57.4779
2159100 6.94353e-05 -0.00261042 -0.00080692 3.52609 7.94279 -57.4924
2159110 -5.26314e-05 -0.00643984 -0.000376738 3.52635 7.8963 -57.4973
2159120 -0.000165565 -0.00845651 -0.00127109 3.52483 7.82059 -57.5045
2159130 0.000139764 -0.0091585 -0.00214862 3.52456 7.73105 -57.5226
2159140 0.00075876 -0.00796084 -0.00148348 3.52857 7.64415 -57.5421
2159150 0.00187475 -0.00595447 -0.000116805 3.54149 7.57429 -57.55
2159160 0.00308987 -0.00385367 0.000659707 3.56636 7.52543 -57.5465
2159170 0.00413339 -0.00218172 0.000617562 3.60275 7.49563 -57.5396
2159180 0.00449326 -0.000516166 0.000271072 3.64679 7.48179 -57.5351
2159190 0.00357768 0.00134767 -6.54272e-05 3.6883 7.48622 -57.5342
2159200 0.00170017 0.00223217 -0.00032227 3.71499 7.50532 -57.536
2159210 0.000477266 0.00188775 -0.000947051 3.72449 7.52669 -57.5419
2159220 0.000952113 0.00113158 -0.00205992 3.73052 7.5417 -57.5568
2159230 0.00206579 0.000810641 -0.00263636 3.74551 7.55096 -57.5812
2159240 0.00296654 0.000734631 -0.00226859 3.77111 7.55863 -57.6062
2159250 0.0034679 0.000966227 -0.00195019 3.80342 7.56663 -57.6268
2159260 0.00361513 0.00157222 -0.0024647 3.83948 7.5793 -57.6482
2159270 0.00280816 0.00233031 -0.00341788 3.8723 7.59844 -57.6775
2159280 0.00174094 0.00349093 -0.00402022 3.89479 7.62748 -57.7154
2159290 0.00123547 0.00420291 -0.00327763 3.90923 7.66648 -57.7532
2159300 0.0007487 0.00507835 -0.001428 3.91948 7.71209 -57.7772
2159310 -0.000416703 0.00689373 0.000300387 3.92195 7.77151 -57.7823
2159320 -0.00208849 0.00810169 0.00130385 3.90923 7.84788 -57.7737
2159330 -0.00319259 0.00750464 0.00189871 3.88242 7.92734 -57.7575
2159340 -0.0043527 0.00556687 0.00208827 3.84506 7.99354 -57.737
2159350 -0.00563525 0.00319809 0.00136326 3.79474 8.03727 -57.7188
2159360 -0.00575814 0.00120686 -0.000558553 3.73634 8.05873 -57.7138
2159370 -0.00392913 0.000180479 -0.00292504 3.68603 8.06472 -57.7316
2159380 -0.000677043 9.61998e-05 -0.00438611 3.66293 8.06553 -57.7691
2159390 0.00144858 -2.15574e-05 -0.00537866 3.66824 8.06651 -57.8177
2159400 0.00243228 -0.000240693 -0.00589277 3.68799 8.06431 -57.8754
2159410 0.00353862 0.00121419 -0.00473568 3.71776 8.06792 -57.9296
2159420 0.00370334 0.00306147 -0.00258871 3.75549 8.08956 -57.9672
2159430 0.00213918 0.00448612 0.000786929 3.78584 8.12798 -57.9768
2159440 8.0051e-05 0.00418957 0.00325567 3.7968 8.1735 -57.9546
2159450 -0.00159442 0.00159438 0.0034258 3.78863 8.20391 -57.9196
2159460 -0.00220843 -0.00207921 0.00204056 3.76857 8.2018 -57.8911
2159470 -0.00200721 -0.00505788 -0.000618221 3.74727 8.16466 -57.883
2159480 -0.00200089 -0.00584988 -0.00430662 3.72745 8.10782 -57.9069
2159490 -0.000911141 -0.00356444 -0.00820057 3.71093 8.05829 -57.9699
2159500 0.00258483 -6.10695e-05 -0.0104634 3.71724 8.04045 -58.0655
2159510 0.00606227 0.00261192 -0.00966653 3.76345 8.05437 -58.169
2159520 0.00462843 0.00412253 -0.00627947 3.82102 8.08864 -58.25
2159530 0.000668495 0.00486229 -0.00228543 3.84757 8.13445 -58.2928
2159540 -0.00202482 0.00463289 0.00159241 3.83911 8.18253 -58.2959
2159550 -0.00310235 0.0037952 0.00394374 3.81259 8.2252 -58.2662
2159560 -0.00399497 0.00227052 0.00411997 3.77763 8.25616 -58.2245
2159570 -0.00556873 -3.06479e-05 0.0032615 3.73007 8.26801 -58.1871
2159580 -0.00638789 -0.00282675 0.00208609 3.66881 8.25381 -58.1603
2159590 -0.00532506 -0.00530882 0.000972831 3.60884 8.21266 -58.1451
2159600 -0.0034724 -0.00751833 0.000240536 3.56494 8.14858 -58.1396
2159610 -0.00236368 -0.00959903 0.000116409 3.53681 8.06245 -58.1383
2159620 -0.0021504 -0.0103162 0.00041358 3.51436 7.96124 -58.1358
2159630 -0.00113031 -0.00910242 0.000420457 3.49677 7.86268 -58.1308
2159640 0.000817197 -0.0068309 -0.00073988 3.49502 7.78262 -58.1316
2159650 0.0020981 -0.00418045 -0.00199637 3.51081 7.72726 -58.1459
2159660 0.00194604 -0.00168957 -0.00196813 3.53197 7.69866 -58.1671
2159670 0.00148387 -0.000440476 -0.000904666 3.54877 7.68916 -58.1816
2159680 0.00172423 -6.77612e-05 -0.000394419 3.5641 7.68676 -58.1874
2159690 0.00274984 0.00102178 -0.000193144 3.58594 7.69036 -58.1905
2159700 0.00370961 0.00307102 3.91435e-05 3.61894 7.71064 -58.1912
2159710 0.00347845 0.00436948 0.000170641 3.65592 7.7491 -58.1899
2159720 0.00230284 0.00461467 0.000439719 3.68546 7.79435 -58.1874
2159730 0.000935852 0.00521361 0.00083342 3.70113 7.84275 -58.1804
2159740 0.000914505 0.00610716 3.75751e-05 3.709 7.89977 -58.1751
2159750 0.00187123 0.0060535 -0.00150272 3.72261 7.96172 -58.1819
2159760 0.0026687 0.0040167 -0.00374653 3.74594 8.01426 -58.2076
2159770 0.00252463 -7.84114e-05 -0.0057601 3.77264 8.03472 -58.2563
2159780 0.00180813 -0.00320916 -0.00585088 3.79462 8.01624 -58.3163
2159790 0.000692852 -0.00410193 -0.00355518 3.80742 7.97803 -58.365
2159800 -0.000209046 -0.0030117 -0.000858477 3.80925 7.94076 -58.3862
2159810 0.000114189 -0.000793077 0.000967743 3.80699 7.92181 -58.3852
2159820 0.00313388 0.000398232 0.00236245 3.82092 7.92118 -58.3683
2159830 0.00785501 0.000654085 0.00331082 3.87536 7.92652 -58.3394
2159840 0.0117713 0.00102876 0.00373042 3.97539 7.9349 -58.3037
2159850 0.0130739 0.000857372 0.00302731 4.10177 7.94531 -58.2685
2159860 0.0120646 -0.00031493 0.000874505 4.22943 7.94852 -58.2482
2159870 0.00825131 -0.00180687 -0.00144291 4.33386 7.93808 -58.2516
2159880 0.0014322 -0.0031828 -0.00265312 4.38371 7.91263 -58.2729
2159890 -0.00406817 -0.00372977 -0.00405475 4.36742 7.87739 -58.3055
2159900 -0.00624456 -0.00366773 -0.00605859 4.31365 7.84001 -58.3563
2159910 -0.00648272 -0.00373245 -0.0069262 4.24876 7.80372 -58.4228
2159920 -0.00528644 -0.00426135 -0.00602783 4.18872 7.76325 -58.4887
2159930 -0.00256195 -0.00284547 -0.00516967 4.14813 7.72548 -58.5437
2159940 0.000474177 -0.000132618 -0.00413715 4.13884 7.71086 -58.592
2159950 0.00143583 0.00122572 3.1782e-05 4.15011 7.71791 -58.6153
2159960 0.00127522 0.00129771 0.005044 4.16406 7.73108 -58.5883
2159970 0.000665005 0.00112868 0.00685825 4.17409 7.74317 -58.5258
2159980 0.000176605 0.00105708 0.0066452 4.17762 7.75396 -58.4579
2159990 0.00136728 0.00122516 0.00566768 4.18348 7.76528 -58.3946
2160000 0.0036628 0.00138266 0.0020957 4.20868 7.77819 -58.3541
2160010 0.00461353 0.00121864 -0.00180538 4.2524 7.79236 -58.3531
2160020 0.0037988 -0.000606335 -0.00525339 4.29429 7.79636 -58.3895
2160030 0.0043417 -0.00185792 -0.00676993 4.3337 7.78233 -58.4513
2160040 0.0050549 -0.00120694 -0.00653111 4.38164 7.76587 -58.519
2160050 0.00456988 -0.000570073 -0.00528947 4.43045 7.75816 -58.579
2160060 0.00362672 -0.00124646 -0.00235438 4.4716 7.74969 -58.6184
2160070 0.00224893 -0.0018276 -8.68159e-06 4.50193 7.73355 -58.6284
2160080 -0.000686604 -0.00145873 0.00102143 4.51065 7.71679 -58.623
2160090 -0.00280981 -0.00171218 0.00159564 4.49112 7.70203 -58.6095
2160100 -0.00307824 -0.00238695 0.00178501 4.46096 7.6808 -58.5922
2160110 -0.00243564 -0.00118037 0.00140663 4.43217 7.66105 -58.5757
2160120 -0.000862265 0.000915117 0.000196983 4.41587 7.66017 -58.567
2160130 -0.000322465 0.00159749 -0.000800942 4.41078 7.67448 -58.5709
2160140 0.000467023 0.00103052 -0.0013323 4.41079 7.68771 -58.5814
2160150 0.00114312 0.00112264 -0.00205535 4.4197 7.69749 -58.5983
2160160 0.00104982 0.00189734 -0.00295322 4.43094 7.71266 -58.6232
2160170 0.000990173 0.0020891 -0.00365681 4.4407 7.73334 -58.6568
2160180 0.00185497 0.00173843 -0.00334079 4.45404 7.75239 -58.6927
2160190 0.00353817 0.00207371 -0.00242623 4.48048 7.77065 -58.7215
2160200 0.00538642 0.00287902 -0.00185828 4.52547 7.7955 -58.7427
2160210 0.00657214 0.00320982 -0.000885494 4.58587 7.82649 -58.7572
2160220 0.00693789 0.00308851 0.000671925 4.65421 7.85819 -58.7583
2160230 0.0064718 0.00278773 0.00162274 4.72188 7.88776 -58.7459
2160240 0.00526128 0.00213025 0.00141507 4.78112 7.91263 -58.7299
2160250 0.00373256 0.00164276 0.000571887 4.82609 7.93099 -58.7196
2160260 0.00197991 0.00157914 -0.000627876 4.85518 7.94699 -58.7196
2160270 -0.000333264 0.00131619 -0.00219424 4.86354 7.96192 -58.7333
