# Time-averaged data for fix velpos
# TimeStep v_vcmx v_vcmy v_vcmz v_xcmx v_xcmy v_xcmz
2190070 -0.00417486 -0.0105292 0.00358217 3.55786 17.899 -60.0119
2190080 -0.00775718 -0.0106748 0.00177597 3.49508 17.7918 -59.9853
2190090 -0.00737227 -0.00830311 0.000612951 3.41669 17.6938 -59.974
2190100 -0.00461236 -0.00180559 -0.000116521 3.35548 17.6409 -59.9716
2190110 -0.00188485 0.00231186 -0.000992555 3.32389 17.6485 -59.9768
2190120 7.59383e-05 0.00229974 -0.00214872 3.31538 17.6732 -59.9927
2190130 0.00109729 0.00107395 -0.0027706 3.32242 17.6908 -60.0178
2190140 0.0003733 -0.000822338 -0.00303173 3.3313 17.6924 -60.0469
2190150 -0.00164891 -0.0022974 -0.00316315 3.32563 17.6758 -60.078
2190160 -0.00381675 -0.00270407 -0.00288427 3.29763 17.6502 -60.1089
2190170 -0.00421953 -0.0027157 -0.00169616 3.25538 17.6229 -60.1326
2190180 -0.00262132 -0.00266501 -0.000142437 3.22015 17.5962 -60.1414
2190190 -0.000616015 -0.00345003 0.000476155 3.2041 17.5666 -60.1389
2190200 0.000795294 -0.00480239 0.00093366 3.20581 17.5253 -60.1324
2190210 0.00131476 -0.00563301 0.00231129 3.21706 17.4723 -60.1169
2190220 0.000965835 -0.00547345 0.00363807 3.22916 17.4161 -60.0864
2190230 0.000276877 -0.00508933 0.00353153 3.23526 17.3635 -60.0491
2190240 -0.000205875 -0.00478345 0.00227782 3.23538 17.314 -60.0196
2190250 -5.48023e-05 -0.0042443 0.00118393 3.23324 17.2687 -60.0029
2190260 0.000796818 -0.00369176 0.000878287 3.23688 17.2291 -59.9932
2190270 0.000932497 -0.0033504 0.000738614 3.24659 17.1941 -59.9847
2190280 0.000173713 -0.00299671 -3.03025e-05 3.25236 17.1621 -59.9806
2190290 1.67734e-05 -0.00222093 -0.00118615 3.25213 17.1356 -59.9867
2190300 0.00133527 -0.00124268 -0.00171327 3.25782 17.1184 -60.0023
2190310 0.00316521 -0.000621042 -0.00121475 3.2806 17.1095 -60.0172
2190320 0.0037971 -0.000407435 -0.00107825 3.3171 17.1046 -60.0282
2190330 0.00217886 -0.000262114 -0.000751156 3.34877 17.1012 -60.0382
2190340 0.000207508 -4.36368e-06 0.000798415 3.35939 17.1 -60.0388
2190350 5.61963e-05 -0.000508499 0.00280982 3.3594 17.0983 -60.0207
2190360 0.000938409 -0.00159318 0.00407729 3.36392 17.0878 -59.9851
2190370 0.00175705 -0.00179407 0.00392105 3.37805 17.0695 -59.9442
2190380 0.00154046 -0.000625396 0.00365628 3.39525 17.0565 -59.9069
2190390 0.00133831 0.00134242 0.00404826 3.40899 17.0597 -59.8686
2190400 0.00188376 0.0032372 0.00369566 3.42481 17.083 -59.8284
2190410 0.00166191 0.00448978 0.00134728 3.4439 17.1222 -59.8018
2190420 0.000915288 0.00528166 -0.00150258 3.45601 17.1713 -59.8029
2190430 0.000972024 0.0058158 -0.00302736 3.46561 17.2272 -59.8273
2190440 0.000906158 0.00543226 -0.00290178 3.47448 17.2845 -59.858
2190450 0.000674437 0.0040333 -0.00250513 3.48381 17.3322 -59.8844
2190460 -0.000409608 0.00285839 -0.00319322 3.48427 17.3663 -59.9121
2190470 0.000176804 0.00175368 -0.00317052 3.4822 17.3896 -59.9458
2190480 0.000983071 0.000785041 -0.00136169 3.48791 17.4017 -59.9694
2190490 0.0013487 0.000310877 0.000486433 3.50074 17.4069 -59.9729
2190500 0.000696486 0.000288244 0.00107879 3.51114 17.4096 -59.9642
2190510 1.00693e-05 0.00028197 0.00118835 3.51478 17.4125 -59.9527
2190520 -0.000932499 0.000277925 0.00100966 3.51052 17.4153 -59.9414
2190530 -0.00194509 0.000203331 0.00060984 3.49571 17.4177 -59.9331
2190540 -0.00266876 0.00049077 -0.000143441 3.47287 17.4208 -59.9303
2190550 -0.00378647 0.000884622 -0.00166312 3.44087 17.4278 -59.9388
2190560 -0.00498621 0.00139626 -0.00317448 3.39662 17.4388 -59.9635
2190570 -0.0047654 0.00227613 -0.00372188 3.34618 17.457 -59.9989
2190580 -0.00342129 0.00307421 -0.00348527 3.30513 17.4843 -60.0354
2190590 -0.0023816 0.00280359 -0.00250233 3.27648 17.5146 -60.0662
2190600 -0.00148234 0.00180733 -0.00085608 3.25714 17.538 -60.083
2190610 -0.000475399 0.000773459 0.000100657 3.24712 17.5507 -60.0858
2190620 0.000691695 0.000138686 0.000417844 3.24835 17.5547 -60.0832
2190630 0.00112936 0.00021388 0.00100391 3.25849 17.556 -60.0765
2190640 0.000186034 0.000466475 0.00181602 3.2663 17.5595 -60.0622
2190650 -0.00188511 0.000378865 0.00178095 3.25824 17.5642 -60.043
2190660 -0.00338344 6.72266e-05 0.000415797 3.23067 17.5661 -60.0312
2190670 -0.00391786 0.000771204 -0.00131209 3.19388 17.5692 -60.036
2190680 -0.00370025 0.00209437 -0.0019226 3.15463 17.5838 -60.0535
2190690 -0.00247987 0.00273949 -0.00118348 3.12349 17.6084 -60.0699
2190700 -0.00159204 0.00323988 0.000190388 3.10378 17.6383 -60.075
2190710 -0.00147375 0.0033986 0.000945783 3.08895 17.6721 -60.0682
2190720 -0.00183528 0.00280945 0.000583581 3.07285 17.7036 -60.0601
2190730 -0.00231743 0.00206313 0.000705953 3.05157 17.7278 -60.0548
2190740 -0.00143942 0.00153839 0.00172482 3.03127 17.7458 -60.0426
2190750 0.0010366 0.000864675 0.00196296 3.02806 17.758 -60.0232
2190760 0.0043764 -0.000319356 0.00142759 3.05513 17.7614 -60.006
2190770 0.0062799 -0.00174061 0.00177141 3.11057 17.7505 -59.9917
2190780 0.00603784 -0.0019716 0.00310818 3.17341 17.7309 -59.967
2190790 0.00540326 -0.00156712 0.00335994 3.22999 17.7131 -59.9334
2190800 0.00586762 -0.000734494 0.00225309 3.28561 17.7009 -59.9047
2190810 0.00671881 0.00061671 0.00153218 3.34847 17.7004 -59.8869
2190820 0.00710341 0.00161722 0.00231605 3.41839 17.7117 -59.8686
2190830 0.00668907 0.00222043 0.00326355 3.48772 17.7319 -59.8403
2190840 0.00704575 0.00123392 0.00319794 3.55486 17.7501 -59.8068
2190850 0.0080965 0.000612051 0.00225163 3.63123 17.7582 -59.7794
2190860 0.00788469 0.00103506 0.00191007 3.71224 17.7658 -59.7596
2190870 0.0062909 0.00164354 0.00251624 3.7847 17.7797 -59.7379
2190880 0.00289327 0.00104935 0.00257005 3.8313 17.7945 -59.7111
2190890 0.000614459 -0.000718849 0.00126052 3.84695 17.7966 -59.6915
2190900 -0.000116132 -0.00130405 3.90197e-05 3.84833 17.7842 -59.6853
2190910 0.00136084 -0.000255742 -0.000412259 3.85233 17.7765 -59.6882
2190920 0.00403941 -0.000486411 -0.00020981 3.87964 17.7743 -59.6912
2190930 0.00579936 -0.00212423 -6.83299e-05 3.92985 17.7618 -59.6928
2190940 0.00642801 -0.00300234 0.000142412 3.99158 17.7348 -59.692
2190950 0.00680297 -0.00297414 -0.000310626 4.05791 17.7048 -59.6926
2190960 0.00670518 -0.00315474 -0.000541552 4.1259 17.6745 -59.6974
2190970 0.00624283 -0.00405064 -0.000104932 4.19092 17.6392 -59.701
2190980 0.00536095 -0.00510004 0.000577493 4.24955 17.5928 -59.6988
2190990 0.00243453 -0.00515346 0.00155848 4.29108 17.5408 -59.6883
2191000 -0.00135865 -0.0044929 0.00190013 4.29498 17.4922 -59.6695
2191010 -0.00295975 -0.00398273 9.00768e-05 4.27167 17.4503 -59.658
2191020 -0.00286371 -0.00370946 -0.00219893 4.24171 17.4117 -59.6693
2191030 -0.00267252 -0.00321868 -0.00291885 4.21419 17.377 -59.6967
2191040 -0.00204526 -0.00305941 -0.00178882 4.1899 17.3462 -59.7212
2191050 -0.00101978 -0.00347334 -0.000687075 4.17468 17.3138 -59.7326
2191060 -0.000163883 -0.00410028 -0.00109238 4.16875 17.2761 -59.7403
2191070 0.000786232 -0.00446149 -0.00206151 4.17184 17.2324 -59.7563
2191080 0.00137426 -0.00352096 -0.00231707 4.18337 17.1915 -59.779
2191090 0.00103392 -0.00216582 -0.00172883 4.19594 17.1634 -59.7998
2191100 0.000834851 -0.00192681 -0.000769151 4.20474 17.1443 -59.8124
2191110 0.000913953 -0.00270916 0.000226841 4.2136 17.1212 -59.8152
2191120 0.000189011 -0.00266371 0.00154261 4.22029 17.0932 -59.8066
2191130 -0.00128814 -0.00169442 0.0025789 4.21466 17.0711 -59.7852
2191140 -0.00228103 -0.00104264 0.0023429 4.19647 17.0582 -59.7595
2191150 -0.00290789 -0.00106392 0.00131372 4.17007 17.0478 -59.7409
2191160 -0.00306931 -0.000726703 0.000387663 4.13995 17.0383 -59.7329
2191170 -0.00284332 0.000463199 5.96534e-05 4.10986 17.0361 -59.7309
2191180 -0.00199312 0.0021634 -0.000381962 4.08528 17.0493 -59.7322
2191190 -0.00096822 0.00371128 -0.0010897 4.07058 17.0788 -59.7396
2191200 -0.000330413 0.00476552 -0.00136118 4.06459 17.1219 -59.7526
2191210 -0.000185068 0.00483078 -0.000741891 4.06222 17.1708 -59.7637
2191220 7.59601e-05 0.00365301 0.000289282 4.0614 17.2143 -59.766
2191230 0.000298398 0.00188613 0.00107961 4.06369 17.2417 -59.7587
2191240 0.000139644 0.00177951 0.00127014 4.06576 17.2578 -59.7466
2191250 0.000476393 0.00366133 0.0012284 4.06855 17.2843 -59.7338
2191260 0.0008977 0.00500416 0.000246867 4.0751 17.329 -59.7255
2191270 0.00188548 0.00477899 -0.00102275 4.08902 17.3789 -59.7298
2191280 0.00173297 0.00404229 -0.00152505 4.10864 17.4227 -59.7433
2191290 0.000243668 0.00414057 -0.0010543 4.11922 17.463 -59.757
2191300 -0.00168396 0.00425309 9.51497e-06 4.11198 17.5055 -59.7622
2191310 -0.00294058 0.00355413 0.000291582 4.08798 17.5452 -59.7596
2191320 -0.00358705 0.00274553 -0.000589003 4.05515 17.5763 -59.7605
2191330 -0.00419268 0.00259929 -0.0012437 4.01636 17.6022 -59.7704
2191340 -0.00473827 0.00359125 -0.00144474 3.97142 17.6323 -59.7836
2191350 -0.00497723 0.00436984 -0.00198932 3.92269 17.6734 -59.8008
2191360 -0.00496785 0.00335328 -0.00251017 3.87249 17.7131 -59.8231
2191370 -0.00372178 0.00291876 -0.00256707 3.82738 17.7428 -59.8501
2191380 -0.000159564 0.00338218 6.0433e-05 3.80627 17.7746 -59.8645
2191390 0.00371006 0.00333892 0.00279206 3.82511 17.8084 -59.8487
2191400 0.0057544 0.0031785 0.00342369 3.8742 17.8413 -59.8163
2191410 0.00600618 0.00249329 0.00343729 3.93403 17.8699 -59.7817
2191420 0.005933 0.00184031 0.00292355 3.9936 17.8916 -59.7495
2191430 0.00525953 0.00102091 0.00215909 4.05081 17.906 -59.724
2191440 0.0029095 5.49753e-06 0.00145075 4.09278 17.9115 -59.7062
2191450 0.000482792 -0.000700243 0.00118886 4.10887 17.907 -59.6935
2191460 -0.000476563 -0.000663353 0.00139217 4.10755 17.9002 -59.6808
2191470 -0.000601761 -0.000888908 0.00118747 4.10218 17.8925 -59.6669
2191480 -0.00137464 -0.000977882 -0.000278808 4.09317 17.8832 -59.6615
2191490 -0.00256038 -0.00124063 -0.00221128 4.07314 17.8721 -59.674
2191500 -0.00271905 -0.000951009 -0.00350911 4.04558 17.8605 -59.7036
2191510 -0.00193904 -0.000423022 -0.003699 4.022 17.8538 -59.7402
2191520 -0.00143009 -0.00034056 -0.00384308 4.00581 17.8505 -59.7776
2191530 -0.00178513 -0.000489595 -0.00413504 3.99043 17.8461 -59.8177
2191540 -0.00256564 0.000209479 -0.00390767 3.96862 17.8436 -59.8586
2191550 -0.00266626 0.00185757 -0.00262592 3.94132 17.8536 -59.8924
2191560 -0.000985647 0.00345948 -0.000307545 3.92155 17.8805 -59.9074
2191570 0.00112388 0.00446907 0.00152943 3.92304 17.9207 -59.9003
2191580 0.00176014 0.00490142 0.00245875 3.93892 17.9681 -59.88
2191590 0.000682957 0.00450849 0.00331269 3.95261 18.016 -59.8512
2191600 -0.0014544 0.00322379 0.00392986 3.94871 18.0552 -59.8145
2191610 -0.00248385 0.00207991 0.00333006 3.92771 18.081 -59.7765
2191620 -0.00308492 0.00164836 0.000876365 3.90038 18.0994 -59.7544
2191630 -0.0039324 0.00117231 -0.00196449 3.86486 18.1136 -59.76
2191640 -0.00350417 0.0010078 -0.00450774 3.82614 18.1239 -59.7928
2191650 -0.00161424 0.00134205 -0.00637059 3.7998 18.1356 -59.8478
2191660 0.00056268 0.00111958 -0.00782256 3.79475 18.1489 -59.9189
2191670 0.00225248 -0.000599343 -0.009109 3.80925 18.1528 -60.0038
2191680 0.00397745 -0.00337899 -0.00934673 3.84003 18.1335 -60.0977
2191690 0.00569363 -0.00679102 -0.00790167 3.88879 18.0829 -60.1846
2191700 0.00703214 -0.00971641 -0.00660742 3.9526 17.9994 -60.2566
2191710 0.00794232 -0.0112509 -0.00580903 4.02804 17.8931 -60.3184
2191720 0.00825829 -0.0110236 -0.00517148 4.1095 17.7805 -60.3733
2191730 0.0078806 -0.0100044 -0.0047158 4.19089 17.6752 -60.4224
2191740 0.00673553 -0.00919291 -0.0047415 4.26457 17.5798 -60.4693
2191750 0.0045332 -0.00929026 -0.00522829 4.32222 17.4881 -60.5187
2191760 0.00105396 -0.00974577 -0.00594934 4.35066 17.3927 -60.5748
2191770 -0.00229705 -0.00934559 -0.00620909 4.34375 17.2963 -60.6361
2191780 -0.00368998 -0.0083318 -0.00539173 4.31147 17.2078 -60.6954
2191790 -0.00298995 -0.00733683 -0.00342222 4.27703 17.1295 -60.7399
2191800 -0.00171749 -0.00655883 -0.00153957 4.25342 17.0603 -60.7643
2191810 -0.000817283 -0.00588973 0.000328221 4.24157 16.9978 -60.7709
2191820 -0.000749308 -0.00398803 0.00205296 4.2338 16.947 -60.7577
2191830 0.000169169 -0.00140499 0.00180523 4.22967 16.9202 -60.7368
2191840 0.0024068 0.000756228 0.000273069 4.24173 16.9174 -60.7258
2191850 0.0048573 0.00262937 -0.00159527 4.27854 16.9343 -60.7324
2191860 0.00612241 0.0043235 -0.00301456 4.3348 16.9695 -60.7564
2191870 0.00594228 0.00469457 -0.00290845 4.39613 17.0166 -60.7873
2191880 0.00488485 0.00295597 -0.00224929 4.45072 17.0558 -60.813
2191890 0.00401804 0.00127293 -0.001155 4.49443 17.0761 -60.8308
2191900 0.00408807 0.000719433 0.000303069 4.53438 17.0851 -60.8346
2191910 0.0045192 0.00130442 0.000322743 4.57745 17.0945 -60.8298
2191920 0.00442809 0.00206907 -0.000835635 4.62289 17.1117 -60.8322
2191930 0.00378486 0.00222339 -0.00119383 4.6642 17.1336 -60.8438
2191940 0.0028787 0.00232219 0.000116756 4.6976 17.1561 -60.8504
2191950 0.00239618 0.00258009 0.00238862 4.72327 17.1807 -60.838
2191960 0.00247035 0.00267754 0.00355779 4.74745 17.207 -60.8065
2191970 0.00268468 0.00267277 0.00257721 4.77306 17.234 -60.7741
2191980 0.00319775 0.00260958 0.000118635 4.80211 17.2601 -60.7599
2191990 0.00404892 0.0031828 -0.00275971 4.83827 17.2884 -60.7731
2192000 0.00478376 0.00444109 -0.00510102 4.88259 17.326 -60.8135
2192010 0.00491049 0.00644174 -0.00449636 4.93217 17.3797 -60.8652
2192020 0.00355052 0.0086754 -0.000614608 4.97548 17.4556 -60.8917
2192030 0.00218159 0.00971842 0.00220438 5.00326 17.5499 -60.882
2192040 0.00120024 0.00801228 0.00376374 5.02067 17.6401 -60.8515
2192050 -0.000524126 0.00662299 0.00430689 5.02378 17.7115 -60.8102
2192060 -0.000616094 0.00516236 0.00442101 5.01683 17.7721 -60.7666
2192070 -0.000815952 0.0028635 0.00388873 5.01097 17.8119 -60.7238
2192080 -0.00262045 0.000526546 0.0018425 4.99451 17.8292 -60.6944
2192090 -0.00391368 -0.000531771 5.54116e-05 4.9606 17.8268 -60.6859
2192100 -0.00384745 0.000115378 -0.000355289 4.92095 17.8246 -60.6885
2192110 -0.00316983 0.000197778 -0.000346794 4.88557 17.8269 -60.6914
2192120 -0.00254226 -0.0006919 -0.00100144 4.85739 17.8255 -60.6983
2192130 -0.00223021 -0.0024149 -0.00080645 4.83357 17.8099 -60.708
2192140 -0.00192373 -0.00307662 -0.000177498 4.81275 17.7811 -60.7136
2192150 -0.00123214 -0.00364496 0.00156515 4.79652 17.7489 -60.7072
2192160 -0.00050134 -0.00572069 0.00272496 4.7883 17.7024 -60.6847
2192170 -0.000619838 -0.00669188 0.00268323 4.7834 17.6386 -60.6564
2192180 -0.00135588 -0.00644072 0.00127402 4.77416 17.5728 -60.6359
2192190 -0.00304529 -0.00650945 -0.000203297 4.75295 17.5084 -60.6311
2192200 -0.00537096 -0.00676185 -0.000246753 4.71112 17.4422 -60.6353
2192210 -0.00780198 -0.00670944 0.002175 4.64529 17.3738 -60.6271
2192220 -0.0101957 -0.00485634 0.0045336 4.55519 17.3144 -60.5923
2192230 -0.011871 -0.00220987 0.00468535 4.44339 17.2794 -60.5439
2192240 -0.0107039 -0.000855777 0.00248754 4.32765 17.2659 -60.5064
2192250 -0.00739075 -0.00108258 -0.000708118 4.23677 17.2564 -60.4978
2192260 -0.00480215 -0.00099657 -0.00196687 4.17695 17.246 -60.5135
2192270 -0.00332991 -0.00122552 -0.00160221 4.13686 17.2348 -60.5321
2192280 -0.00213849 -0.000128719 -0.00119822 4.10963 17.2263 -60.5452
2192290 -0.00126844 0.00213225 -0.00209234 4.09301 17.2362 -60.5607
2192300 -0.00107257 0.00376634 -0.00313874 4.08206 17.2668 -60.5877
2192310 -0.00181127 0.00366972 -0.00291015 4.06835 17.3055 -60.6187
2192320 -0.00296014 0.00314512 -0.00271295 4.04443 17.3388 -60.6463
2192330 -0.00373677 0.00345881 -0.00293523 4.0105 17.3717 -60.6744
2192340 -0.00328629 0.00260517 -0.00280313 3.97344 17.4036 -60.704
2192350 -0.000525825 0.00100854 -0.00139413 3.95303 17.4214 -60.7257
2192360 0.00225192 0.000250751 -0.000203864 3.9628 17.4267 -60.733
2192370 0.00370294 0.0001771 0.000399511 3.99356 17.4287 -60.7314
2192380 0.00369264 0.000179305 0.000205438 4.03192 17.4304 -60.728
2192390 0.00229991 0.000714998 0.000463167 4.0628 17.434 -60.7255
2192400 0.00109286 0.0018375 0.00115324 4.07848 17.4468 -60.7177
2192410 0.000854896 0.00291329 0.00217884 4.08808 17.4707 -60.7008
2192420 0.000933439 0.0034627 0.00174291 4.09636 17.5033 -60.6792
2192430 0.00188924 0.00322926 -0.000416679 4.10993 17.537 -60.6721
2192440 0.00306858 0.00303754 -0.00151043 4.13478 17.5684 -60.6835
2192450 0.00395403 0.00256533 -0.00172552 4.17065 17.5966 -60.6993
2192460 0.00328772 0.00163747 -0.00250458 4.20803 17.6184 -60.7201
2192470 0.00257253 8.41617e-05 -0.00350767 4.23645 17.6271 -60.7501
2192480 0.00273513 -0.00127119 -0.00396996 4.26282 17.6207 -60.7886
2192490 0.00245091 -0.00156044 -0.00316727 4.28917 17.6053 -60.8252
2192500 0.00224608 -0.000892647 -0.00139352 4.31217 17.5929 -60.8486
2192510 0.00282161 -0.000610493 0.000342803 4.33692 17.586 -60.8531
2192520 0.00294994 -0.000861236 0.0007775 4.36715 17.5787 -60.8463
2192530 0.00172857 -0.000697371 0.000360535 4.39102 17.5704 -60.8404
2192540 0.000897167 -0.000110069 0.000565674 4.40344 17.5661 -60.8371
2192550 -0.000194907 0.000240394 0.0018174 4.40789 17.5676 -60.8251
2192560 -0.00189447 -0.000590808 0.00198052 4.39744 17.5666 -60.8049
2192570 -0.00279805 -0.00180502 0.00162177 4.37261 17.5548 -60.7872
2192580 -0.00196146 -0.0034983 0.00196222 4.34755 17.5288 -60.77
2192590 -0.000544051 -0.00534751 0.00291386 4.33536 17.4843 -60.7458
2192600 -7.83376e-05 -0.00625321 0.003683 4.33323 17.425 -60.7125
2192610 -0.000196688 -0.0059197 0.00447628 4.33182 17.3635 -60.6719
2192620 0.000133851 -0.00560781 0.00527687 4.33084 17.3065 -60.623
2192630 0.00153443 -0.0059817 0.00557645 4.33802 17.2489 -60.5679
2192640 0.00421743 -0.00625949 0.00417633 4.36606 17.1873 -60.5175
2192650 0.00644474 -0.0062131 0.00248094 4.42079 17.1251 -60.4854
2192660 0.00739414 -0.00699737 0.00226729 4.49046 17.0597 -60.4627
2192670 0.00780081 -0.00765301 0.00347443 4.56711 16.9857 -60.4352
2192680 0.00719521 -0.00717138 0.00541985 4.64295 16.9107 -60.3907
2192690 0.00593882 -0.00638118 0.00674286 4.70884 16.8433 -60.3291
2192700 0.0046062 -0.00615301 0.00709322 4.76162 16.7809 -60.259
2192710 0.00300699 -0.00586865 0.00618373 4.80005 16.7205 -60.1915
2192720 0.000947114 -0.00526441 0.00418153 4.8202 16.6647 -60.139
2192730 -0.00123749 -0.00475018 0.00176652 4.81847 16.6148 -60.1091
2192740 -0.0026398 -0.00452397 -0.000765293 4.79817 16.5689 -60.1042
2192750 -0.0030328 -0.00528091 -0.00270967 4.76898 16.521 -60.1224
2192760 -0.00242245 -0.00692948 -0.00369286 4.7409 16.4601 -60.155
2192770 -0.00141647 -0.00817962 -0.00454605 4.72193 16.3838 -60.1958
2192780 -0.000353534 -0.00837144 -0.00544236 4.71235 16.3004 -60.2463
2192790 0.00177146 -0.00849671 -0.00563999 4.71881 16.2163 -60.3023
2192800 0.00374515 -0.00855169 -0.00517723 4.74719 16.1305 -60.3569
2192810 0.00457745 -0.00726171 -0.00459512 4.78983 16.0498 -60.4053
2192820 0.00422296 -0.0040683 -0.00488404 4.83483 15.992 -60.452
2192830 0.00258872 -0.000684561 -0.00532795 4.87011 15.9688 -60.5034
2192840 -0.000120162 0.00180699 -0.00480317 4.88271 15.9754 -60.5552
2192850 -0.0021204 0.00269638 -0.00342398 4.87026 15.9996 -60.5966
2192860 -0.00272282 0.00185831 -0.00226968 4.84509 16.0234 -60.6245
2192870 -0.00274657 0.00057749 -0.00145502 4.81773 16.0354 -60.6431
2192880 -0.00277678 -0.000241948 -0.000855258 4.78988 16.0366 -60.6543
2192890 -0.0023207 -0.000876721 -0.000402678 4.76397 16.0312 -60.6608
2192900 -0.00146489 -0.00199635 0.000188396 4.74475 16.0173 -60.6618
2192910 -0.000382834 -0.00337973 0.000365716 4.73541 15.9905 -60.6585
2192920 0.000925253 -0.00473319 0.000235191 4.73787 15.9497 -60.6556
2192930 0.00224474 -0.00571612 0.000609147 4.75402 15.8971 -60.652
2192940 0.00294517 -0.0062957 0.00169625 4.78068 15.8367 -60.641
2192950 0.00276125 -0.00656764 0.0034792 4.80987 15.7722 -60.6158
2192960 0.00209542 -0.0065858 0.00613882 4.83438 15.7063 -60.5684
2192970 0.00117388 -0.00652559 0.00905268 4.85093 15.6407 -60.4921
2192980 0.000175864 -0.00645514 0.0109177 4.85761 15.5758 -60.3908
2192990 -0.000971087 -0.00599935 0.0101702 4.85408 15.5126 -60.2825
2193000 -0.00276436 -0.00390414 0.0063264 4.8358 15.4616 -60.198
2193010 -0.00431274 -0.00145833 0.00175152 4.79958 15.436 -60.1583
2193020 -0.00440252 -0.00167689 -0.00135772 4.75454 15.4232 -60.1578
2193030 -0.00306318 -0.00435173 -0.00282001 4.71636 15.3941 -60.1802
2193040 -0.00131713 -0.0070509 -0.002096 4.69462 15.3362 -60.2068
2193050 -0.000149919 -0.00831081 0.000309609 4.68794 15.258 -60.2164
2193060 0.000566918 -0.00816491 0.00274662 4.69015 15.1747 -60.2008
2193070 0.00117944 -0.00743519 0.00501212 4.69892 15.0967 -60.1622
2193080 0.0017098 -0.00660912 0.00768582 4.71365 15.0259 -60.0987
2193090 0.00144945 -0.00487499 0.00864102 4.73037 14.9679 -60.0142
2193100 2.36076e-05 -0.00266245 0.0057272 4.73869 14.9298 -59.9396
2193110 -0.00150872 -0.000497975 0.00282525 4.73048 14.9145 -59.8994
2193120 -0.00224396 0.0012389 0.00281454 4.71121 14.9187 -59.8728
2193130 -0.00207801 0.0015392 0.0035194 4.68872 14.9344 -59.8409
2193140 -0.00139527 0.000213027 0.00361213 4.67133 14.9438 -59.8048
2193150 -0.000917255 -0.000802188 0.00379548 4.66013 14.9397 -59.7682
2193160 -0.00087806 -0.000292441 0.00425053 4.65136 14.9333 -59.7278
2193170 -0.000722419 0.000146944 0.00418109 4.64305 14.9334 -59.6849
2193180 -0.000344907 -8.52058e-05 0.00306015 4.63771 14.9338 -59.6479
2193190 -0.00014964 -0.000324594 0.00156176 4.63551 14.9318 -59.625
2193200 -0.000317285 5.4538e-05 0.000610444 4.63355 14.929 -59.6145
2193210 -0.000873246 0.00219954 -0.000463318 4.62769 14.9395 -59.6136
2193220 -0.00142103 0.00331516 -0.00161046 4.61646 14.969 -59.6234
2193230 -0.00263324 0.00336245 -0.00342023 4.59678 15.0024 -59.6488
2193240 -0.00397879 0.00382315 -0.00390847 4.56329 15.0377 -59.6871
2193250 -0.00430698 0.00475645 -0.00287711 4.52066 15.0806 -59.7219
2193260 -0.00322456 0.00497256 -0.00106902 4.4819 15.1305 -59.7421
2193270 -0.00109006 0.00353674 0.00121513 4.45978 15.1741 -59.7418
2193280 0.000758543 0.00185663 0.00368094 4.45897 15.2007 -59.7169
2193290 0.00203136 0.000280555 0.00481363 4.47293 15.2118 -59.6728
2193300 0.00369638 -0.00171425 0.0039047 4.50096 15.2045 -59.6273
2193310 0.00576776 -0.00216874 0.000917529 4.54858 15.1827 -59.6019
2193320 0.00620334 -1.26353e-05 -0.00221309 4.6108 15.1703 -59.6093
2193330 0.00417679 0.00267544 -0.00446051 4.66374 15.1841 -59.6432
2193340 0.00265549 0.00371028 -0.00557964 4.69643 15.218 -59.6948
2193350 0.0029365 0.00322919 -0.00490176 4.723 15.2531 -59.7487
2193360 0.004423 0.0027305 -0.0023968 4.75919 15.2828 -59.7868
2193370 0.00591229 0.00202721 0.00134953 4.81151 15.307 -59.7924
2193380 0.00609513 0.00106625 0.00480497 4.87294 15.3223 -59.7608
2193390 0.00502305 0.000844074 0.00683146 4.92912 15.331 -59.7011
2193400 0.00365267 0.00103126 0.00728546 4.97255 15.3407 -59.6295
2193410 0.00260024 0.000560084 0.00646602 5.00316 15.3491 -59.5594
2193420 0.00254326 0.000458968 0.00360815 5.02792 15.3531 -59.507
2193430 0.00356862 0.00188801 -0.000935092 5.05783 15.3636 -59.4932
2193440 0.00425034 0.00419863 -0.00479973 5.09796 15.394 -59.523
2193450 0.00389667 0.00524442 -0.00773406 5.13941 15.4429 -59.5862
2193460 0.00291958 0.00516918 -0.00966762 5.17372 15.4953 -59.6746
2193470 0.00219181 0.00496195 -0.00985035 5.19871 15.546 -59.7734
2193480 0.00201141 0.0045304 -0.0093348 5.21947 15.5937 -59.8693
2193490 0.00192794 0.00394825 -0.009192 5.23918 15.636 -59.9615
2193500 0.0018364 0.00353803 -0.00921343 5.25804 15.6734 -60.0537
2193510 0.00153099 0.00278281 -0.00895542 5.27521 15.7055 -60.1448
2193520 0.000779548 0.00173093 -0.00813699 5.28713 15.728 -60.231
2193530 -0.000469039 0.00155398 -0.00638556 5.28922 15.7431 -60.3044
2193540 -0.00224864 0.00288186 -0.00389472 5.27579 15.7643 -60.3563
2193550 -0.00347701 0.00424232 -0.00100143 5.24614 15.8009 -60.3809
2193560 -0.00350311 0.00422195 0.0015403 5.21039 15.8441 -60.3774
2193570 -0.00269706 0.00393485 0.00268369 5.17871 15.8847 -60.3547
2193580 -0.00122045 0.00352862 0.00219063 5.15879 15.9225 -60.3295
2193590 0.000325848 0.00230897 0.00169951 5.15447 15.9524 -60.3107
2193600 0.00114459 0.000633748 0.00178428 5.16308 15.967 -60.2936
